persona-id,emotion-id,type,emotion,situation,age_id,sex_id
Pro_05102,S04_D02_E11,E11,툴툴대는,"['S04', 'D02']",A02,G01
Pro_03558,S04_D02_E27,E27,눈물이 나는,"['S04', 'D02']",A02,G01
Pro_08977,S10_D02_E46,E46,희생된,"['S10', 'D02']",A02,G01
Pro_08634,S07_D02_E63,E63,편안한,"['S07', 'D02']",A02,G01
Pro_01632,S01_D02_E21,E21,실망한,"['S01', 'D02']",A02,G01
Pro_07168,S08_D02_E37,E37,걱정스러운,"['S08', 'D02']",A02,G01
Pro_03825,S06_D02_E54,E54,열등감,"['S06', 'D02']",A02,G01
Pro_05381,S06_D02_E50,E50,당황,"['S06', 'D02']",A02,G01
Pro_05140,S04_D02_E49,E49,버려진,"['S04', 'D02']",A02,G01
Pro_08739,S08_D02_E48,E48,괴로워하는,"['S08', 'D02']",A02,G01
Pro_00229,S02_D02_E58,E58,한심한,"['S02', 'D02']",A02,G01
Pro_00193,S02_D02_E22,E22,비통한,"['S02', 'D02']",A02,G01
Pro_03579,S04_D02_E48,E48,괴로워하는,"['S04', 'D02']",A02,G01
Pro_03558,S04_D02_E27,E27,눈물이 나는,"['S04', 'D02']",A02,G01
Pro_12191,S11_D02_E20,E20,슬픔,"['S11', 'D02']",A02,G01
Pro_05226,S05_D02_E15,E15,악의적인,"['S05', 'D02']",A02,G01
Pro_05132,S04_D02_E41,E41,질투하는,"['S04', 'D02']",A02,G01
Pro_08738,S08_D02_E47,E47,억울한,"['S08', 'D02']",A02,G01
Pro_07045,S07_D02_E34,E34,혼란스러운,"['S07', 'D02']",A02,G01
Pro_12151,S11_D01_E40,E40,상처,"['S11', 'D01']",A02,G01
Pro_05262,S05_D02_E51,E51,고립된(당황한),"['S05', 'D02']",A02,G01
Pro_08737,S08_D02_E46,E46,희생된,"['S08', 'D02']",A02,G01
Pro_03822,S06_D02_E51,E51,고립된(당황한),"['S06', 'D02']",A02,G01
Pro_03555,S04_D02_E24,E24,우울한,"['S04', 'D02']",A02,G01
Pro_10638,S11_D02_E27,E27,눈물이 나는,"['S11', 'D02']",A02,G01
Pro_08719,S08_D02_E28,E28,낙담한,"['S08', 'D02']",A02,G01
Pro_10586,S11_D01_E35,E35,당혹스러운,"['S11', 'D01']",A02,G01
Pro_08758,S08_D02_E67,E67,안도,"['S08', 'D02']",A02,G01
Pro_11292,S04_D01_E21,E21,실망한,"['S04', 'D01']",A02,G01
Pro_03664,S05_D02_E13,E13,짜증내는,"['S05', 'D02']",A02,G01
Pro_08759,S08_D02_E68,E68,신이 난,"['S08', 'D02']",A02,G01
Pro_12121,S11_D01_E10,E10,분노,"['S11', 'D01']",A02,G01
Pro_12382,S13_D01_E31,E31,두려운,"['S13', 'D01']",A02,G01
Pro_03797,S06_D02_E26,E26,염세적인,"['S06', 'D02']",A02,G01
Pro_08734,S08_D02_E43,E43,고립된,"['S08', 'D02']",A02,G01
Pro_10628,S11_D02_E17,E17,구역질 나는,"['S11', 'D02']",A02,G01
Pro_12375,S13_D01_E24,E24,우울한,"['S13', 'D01']",A02,G01
Pro_03808,S06_D02_E37,E37,걱정스러운,"['S06', 'D02']",A02,G01
Pro_08980,S10_D02_E49,E49,버려진,"['S10', 'D02']",A02,G01
Pro_08589,S07_D02_E18,E18,노여워하는,"['S07', 'D02']",A02,G01
Pro_01673,S01_D02_E62,E62,신뢰하는,"['S01', 'D02']",A02,G01
Pro_00237,S02_D02_E66,E66,느긋,"['S02', 'D02']",A02,G01
Pro_08963,S10_D02_E32,E32,스트레스 받는,"['S10', 'D02']",A02,G01
Pro_03698,S05_D02_E47,E47,억울한,"['S05', 'D02']",A02,G01
Pro_07394,S10_D02_E23,E23,후회되는,"['S10', 'D02']",A02,G01
Pro_05384,S06_D02_E53,E53,외로운,"['S06', 'D02']",A02,G01
Pro_05238,S05_D02_E27,E27,눈물이 나는,"['S05', 'D02']",A02,G01
Pro_10639,S11_D02_E28,E28,낙담한,"['S11', 'D02']",A02,G01
Pro_00332,S03_D02_E41,E41,질투하는,"['S03', 'D02']",A02,G01
Pro_03818,S06_D02_E47,E47,억울한,"['S06', 'D02']",A02,G01
Pro_05149,S04_D02_E58,E58,한심한,"['S04', 'D02']",A02,G01
Pro_01674,S01_D02_E63,E63,편안한,"['S01', 'D02']",A02,G01
Pro_01875,S03_D02_E24,E24,우울한,"['S03', 'D02']",A02,G01
Pro_09770,S04_D01_E59,E59,혼란스러운(당황한),"['S04', 'D01']",A02,G01
Pro_03597,S04_D02_E66,E66,느긋,"['S04', 'D02']",A02,G01
Pro_08733,S08_D02_E42,E42,배신당한,"['S08', 'D02']",A02,G01
Pro_10843,S13_D01_E52,E52,남의 시선을 의식하는,"['S13', 'D01']",A02,G01
Pro_00194,S02_D02_E23,E23,후회되는,"['S02', 'D02']",A02,G01
Pro_12122,S11_D01_E11,E11,툴툴대는,"['S11', 'D01']",A02,G01
Pro_03555,S04_D02_E24,E24,우울한,"['S04', 'D02']",A02,G01
Pro_07156,S08_D02_E25,E25,마비된,"['S08', 'D02']",A02,G01
Pro_08725,S08_D02_E34,E34,혼란스러운,"['S08', 'D02']",A02,G01
Pro_08840,S09_D02_E29,E29,환멸을 느끼는,"['S09', 'D02']",A02,G01
Pro_01792,S02_D02_E61,E61,감사하는,"['S02', 'D02']",A02,G01
Pro_07398,S10_D02_E27,E27,눈물이 나는,"['S10', 'D02']",A02,G01
Pro_05101,S04_D02_E10,E10,분노,"['S04', 'D02']",A02,G01
Pro_12472,S13_D02_E61,E61,감사하는,"['S13', 'D02']",A02,G01
Pro_07052,S07_D02_E41,E41,질투하는,"['S07', 'D02']",A02,G01
Pro_05125,S04_D02_E34,E34,혼란스러운,"['S04', 'D02']",A02,G01
Pro_01782,S02_D02_E51,E51,고립된(당황한),"['S02', 'D02']",A02,G01
Pro_10630,S11_D02_E19,E19,성가신,"['S11', 'D02']",A02,G01
Pro_00106,S01_D02_E55,E55,죄책감의,"['S01', 'D02']",A02,G01
Pro_01632,S01_D02_E21,E21,실망한,"['S01', 'D02']",A02,G01
Pro_08852,S09_D02_E41,E41,질투하는,"['S09', 'D02']",A02,G01
Pro_00307,S03_D02_E16,E16,안달하는,"['S03', 'D02']",A02,G01
Pro_11379,S04_D02_E48,E48,괴로워하는,"['S04', 'D02']",A02,G01
Pro_10599,S11_D01_E48,E48,괴로워하는,"['S11', 'D01']",A02,G01
Pro_05274,S05_D02_E63,E63,편안한,"['S05', 'D02']",A02,G01
Pro_00325,S03_D02_E34,E34,혼란스러운,"['S03', 'D02']",A02,G01
Pro_10632,S11_D02_E21,E21,실망한,"['S11', 'D02']",A02,G01
Pro_01627,S01_D02_E16,E16,안달하는,"['S01', 'D02']",A02,G01
Pro_08838,S09_D02_E27,E27,눈물이 나는,"['S09', 'D02']",A02,G01
Pro_10674,S11_D02_E63,E63,편안한,"['S11', 'D02']",A02,G01
Pro_00305,S03_D02_E14,E14,방어적인,"['S03', 'D02']",A02,G01
Pro_05146,S04_D02_E55,E55,죄책감의,"['S04', 'D02']",A02,G01
Pro_10816,S13_D01_E25,E25,마비된,"['S13', 'D01']",A02,G01
Pro_08724,S08_D02_E33,E33,취약한,"['S08', 'D02']",A02,G01
Pro_10644,S11_D02_E33,E33,취약한,"['S11', 'D02']",A02,G01
Pro_08634,S07_D02_E63,E63,편안한,"['S07', 'D02']",A02,G01
Pro_05271,S05_D02_E60,E60,기쁨,"['S05', 'D02']",A02,G01
Pro_05152,S04_D02_E61,E61,감사하는,"['S04', 'D02']",A02,G01
Pro_05140,S04_D02_E49,E49,버려진,"['S04', 'D02']",A02,G01
Pro_07196,S08_D02_E65,E65,흥분,"['S08', 'D02']",A02,G01
Pro_00067,S01_D02_E16,E16,안달하는,"['S01', 'D02']",A02,G01
Pro_09838,S04_D02_E67,E67,안도,"['S04', 'D02']",A02,G01
Pro_07274,S09_D02_E23,E23,후회되는,"['S09', 'D02']",A02,G01
Pro_07406,S10_D02_E35,E35,당혹스러운,"['S10', 'D02']",A02,G01
Pro_05149,S04_D02_E58,E58,한심한,"['S04', 'D02']",A02,G01
Pro_03578,S04_D02_E47,E47,억울한,"['S04', 'D02']",A02,G01
Pro_10891,S13_D02_E40,E40,상처,"['S13', 'D02']",A02,G01
Pro_03583,S04_D02_E52,E52,남의 시선을 의식하는,"['S04', 'D02']",A02,G01
Pro_03600,S04_D02_E69,E69,자신하는,"['S04', 'D02']",A02,G01
Pro_05249,S05_D02_E38,E38,조심스러운,"['S05', 'D02']",A02,G01
Pro_10618,S11_D01_E67,E67,안도,"['S11', 'D01']",A02,G01
Pro_05104,S04_D02_E13,E13,짜증내는,"['S04', 'D02']",A02,G01
Pro_05125,S04_D02_E34,E34,혼란스러운,"['S04', 'D02']",A02,G01
Pro_09774,S04_D01_E63,E63,편안한,"['S04', 'D01']",A02,G01
Pro_08634,S07_D02_E63,E63,편안한,"['S07', 'D02']",A02,G01
Pro_01886,S03_D02_E35,E35,당혹스러운,"['S03', 'D02']",A02,G01
Pro_12153,S11_D01_E42,E42,배신당한,"['S11', 'D01']",A02,G01
Pro_01753,S02_D02_E22,E22,비통한,"['S02', 'D02']",A02,G01
Pro_08831,S09_D02_E20,E20,슬픔,"['S09', 'D02']",A02,G01
Pro_01627,S01_D02_E16,E16,안달하는,"['S01', 'D02']",A02,G01
Pro_11360,S04_D02_E29,E29,환멸을 느끼는,"['S04', 'D02']",A02,G01
Pro_12154,S11_D01_E43,E43,고립된,"['S11', 'D01']",A02,G01
Pro_03592,S04_D02_E61,E61,감사하는,"['S04', 'D02']",A02,G01
Pro_01660,S01_D02_E49,E49,버려진,"['S01', 'D02']",A02,G01
Pro_01744,S02_D02_E13,E13,짜증내는,"['S02', 'D02']",A02,G01
Pro_05221,S05_D02_E10,E10,분노,"['S05', 'D02']",A02,G01
Pro_07022,S07_D02_E11,E11,툴툴대는,"['S07', 'D02']",A02,G01
Pro_05248,S05_D02_E37,E37,걱정스러운,"['S05', 'D02']",A02,G01
Pro_11328,S04_D01_E57,E57,혐오스러운,"['S04', 'D01']",A02,G01
Pro_07310,S09_D02_E59,E59,혼란스러운(당황한),"['S09', 'D02']",A02,G01
Pro_07185,S08_D02_E54,E54,열등감,"['S08', 'D02']",A02,G01
Pro_07407,S10_D02_E36,E36,회의적인,"['S10', 'D02']",A02,G01
Pro_05240,S05_D02_E29,E29,환멸을 느끼는,"['S05', 'D02']",A02,G01
Pro_05104,S04_D02_E13,E13,짜증내는,"['S04', 'D02']",A02,G01
Pro_12173,S11_D01_E62,E62,신뢰하는,"['S11', 'D01']",A02,G01
Pro_10622,S11_D02_E11,E11,툴툴대는,"['S11', 'D02']",A02,G01
Pro_10667,S11_D02_E56,E56,부끄러운,"['S11', 'D02']",A02,G01
Pro_03820,S06_D02_E49,E49,버려진,"['S06', 'D02']",A02,G01
Pro_05341,S06_D02_E10,E10,분노,"['S06', 'D02']",A02,G01
Pro_12136,S11_D01_E25,E25,마비된,"['S11', 'D01']",A02,G01
Pro_00108,S01_D02_E57,E57,혐오스러운,"['S01', 'D02']",A02,G01
Pro_12218,S11_D02_E47,E47,억울한,"['S11', 'D02']",A02,G01
Pro_07385,S10_D02_E14,E14,방어적인,"['S10', 'D02']",A02,G01
Pro_08626,S07_D02_E55,E55,죄책감의,"['S07', 'D02']",A02,G01
Pro_05275,S05_D02_E64,E64,만족스러운,"['S05', 'D02']",A02,G01
Pro_01742,S02_D02_E11,E11,툴툴대는,"['S02', 'D02']",A02,G01
Pro_09799,S04_D02_E28,E28,낙담한,"['S04', 'D02']",A02,G01
Pro_01892,S03_D02_E41,E41,질투하는,"['S03', 'D02']",A02,G01
Pro_05270,S05_D02_E59,E59,혼란스러운(당황한),"['S05', 'D02']",A02,G01
Pro_05123,S04_D02_E32,E32,스트레스 받는,"['S04', 'D02']",A02,G01
Pro_07173,S08_D02_E42,E42,배신당한,"['S08', 'D02']",A02,G01
Pro_09780,S04_D01_E69,E69,자신하는,"['S04', 'D01']",A02,G01
Pro_12227,S11_D02_E56,E56,부끄러운,"['S11', 'D02']",A02,G01
Pro_07050,S07_D02_E39,E39,초조한,"['S07', 'D02']",A02,G01
Pro_12456,S13_D02_E45,E45,"가난한, 불우한","['S13', 'D02']",A02,G01
Pro_05252,S05_D02_E41,E41,질투하는,"['S05', 'D02']",A02,G01
Pro_00102,S01_D02_E51,E51,고립된(당황한),"['S01', 'D02']",A02,G01
Pro_11366,S04_D02_E35,E35,당혹스러운,"['S04', 'D02']",A02,G01
Pro_08868,S09_D02_E57,E57,혐오스러운,"['S09', 'D02']",A02,G01
Pro_09735,S04_D01_E24,E24,우울한,"['S04', 'D01']",A02,G01
Pro_09784,S04_D02_E13,E13,짜증내는,"['S04', 'D02']",A02,G01
Pro_05387,S06_D02_E56,E56,부끄러운,"['S06', 'D02']",A02,G01
Pro_03692,S05_D02_E41,E41,질투하는,"['S05', 'D02']",A02,G01
Pro_08609,S07_D02_E38,E38,조심스러운,"['S07', 'D02']",A02,G01
Pro_07173,S08_D02_E42,E42,배신당한,"['S08', 'D02']",A02,G01
Pro_03583,S04_D02_E52,E52,남의 시선을 의식하는,"['S04', 'D02']",A02,G01
Pro_08947,S10_D02_E16,E16,안달하는,"['S10', 'D02']",A02,G01
Pro_05134,S04_D02_E43,E43,고립된,"['S04', 'D02']",A02,G01
Pro_08951,S10_D02_E20,E20,슬픔,"['S10', 'D02']",A02,G01
Pro_12202,S11_D02_E31,E31,두려운,"['S11', 'D02']",A02,G01
Pro_07429,S10_D02_E58,E58,한심한,"['S10', 'D02']",A02,G01
Pro_12198,S11_D02_E27,E27,눈물이 나는,"['S11', 'D02']",A02,G01
Pro_03599,S04_D02_E68,E68,신이 난,"['S04', 'D02']",A02,G01
Pro_07021,S07_D02_E10,E10,분노,"['S07', 'D02']",A02,G01
Pro_03819,S06_D02_E48,E48,괴로워하는,"['S06', 'D02']",A02,G01
Pro_05146,S04_D02_E55,E55,죄책감의,"['S04', 'D02']",A02,G01
Pro_05143,S04_D02_E52,E52,남의 시선을 의식하는,"['S04', 'D02']",A02,G01
Pro_08990,S10_D02_E59,E59,혼란스러운(당황한),"['S10', 'D02']",A02,G01
Pro_05255,S05_D02_E44,E44,충격 받은,"['S05', 'D02']",A02,G01
Pro_03542,S04_D02_E11,E11,툴툴대는,"['S04', 'D02']",A02,G01
Pro_09790,S04_D02_E19,E19,성가신,"['S04', 'D02']",A02,G01
Pro_09808,S04_D02_E37,E37,걱정스러운,"['S04', 'D02']",A02,G01
Pro_05259,S05_D02_E48,E48,괴로워하는,"['S05', 'D02']",A02,G01
Pro_00198,S02_D02_E27,E27,눈물이 나는,"['S02', 'D02']",A02,G01
Pro_12462,S13_D02_E51,E51,고립된(당황한),"['S13', 'D02']",A02,G01
Pro_01631,S01_D02_E20,E20,슬픔,"['S01', 'D02']",A02,G01
Pro_05131,S04_D02_E40,E40,상처,"['S04', 'D02']",A02,G01
Pro_01912,S03_D02_E61,E61,감사하는,"['S03', 'D02']",A02,G01
Pro_01776,S02_D02_E45,E45,"가난한, 불우한","['S02', 'D02']",A02,G01
Pro_05231,S05_D02_E20,E20,슬픔,"['S05', 'D02']",A02,G01
Pro_12178,S11_D01_E67,E67,안도,"['S11', 'D01']",A02,G01
Pro_05138,S04_D02_E47,E47,억울한,"['S04', 'D02']",A02,G01
Pro_08721,S08_D02_E30,E30,불안,"['S08', 'D02']",A02,G01
Pro_08739,S08_D02_E48,E48,괴로워하는,"['S08', 'D02']",A02,G01
Pro_01912,S03_D02_E61,E61,감사하는,"['S03', 'D02']",A02,G01
Pro_01625,S01_D02_E14,E14,방어적인,"['S01', 'D02']",A02,G01
Pro_12201,S11_D02_E30,E30,불안,"['S11', 'D02']",A02,G01
Pro_03813,S06_D02_E42,E42,배신당한,"['S06', 'D02']",A02,G01
Pro_10878,S13_D02_E27,E27,눈물이 나는,"['S13', 'D02']",A02,G01
Pro_08837,S09_D02_E26,E26,염세적인,"['S09', 'D02']",A02,G01
Pro_05121,S04_D02_E30,E30,불안,"['S04', 'D02']",A02,G01
Pro_08869,S09_D02_E58,E58,한심한,"['S09', 'D02']",A02,G01
Pro_10836,S13_D01_E45,E45,"가난한, 불우한","['S13', 'D01']",A02,G01
Pro_01741,S02_D02_E10,E10,분노,"['S02', 'D02']",A02,G01
Pro_10908,S13_D02_E57,E57,혐오스러운,"['S13', 'D02']",A02,G01
Pro_08951,S10_D02_E20,E20,슬픔,"['S10', 'D02']",A02,G01
Pro_10601,S11_D01_E50,E50,당황,"['S11', 'D01']",A02,G01
Pro_01768,S02_D02_E37,E37,걱정스러운,"['S02', 'D02']",A02,G01
Pro_10679,S11_D02_E68,E68,신이 난,"['S11', 'D02']",A02,G01
Pro_07029,S07_D02_E18,E18,노여워하는,"['S07', 'D02']",A02,G01
Pro_10857,S13_D01_E66,E66,느긋,"['S13', 'D01']",A02,G01
Pro_11331,S04_D01_E60,E60,기쁨,"['S04', 'D01']",A02,G01
Pro_07411,S10_D02_E40,E40,상처,"['S10', 'D02']",A02,G01
Pro_05279,S05_D02_E68,E68,신이 난,"['S05', 'D02']",A02,G01
Pro_07417,S10_D02_E46,E46,희생된,"['S10', 'D02']",A02,G01
Pro_10867,S13_D02_E16,E16,안달하는,"['S13', 'D02']",A02,G01
Pro_05369,S06_D02_E38,E38,조심스러운,"['S06', 'D02']",A02,G01
Pro_07425,S10_D02_E54,E54,열등감,"['S10', 'D02']",A02,G01
Pro_03594,S04_D02_E63,E63,편안한,"['S04', 'D02']",A02,G01
Pro_07271,S09_D02_E20,E20,슬픔,"['S09', 'D02']",A02,G01
Pro_05383,S06_D02_E52,E52,남의 시선을 의식하는,"['S06', 'D02']",A02,G01
Pro_01769,S02_D02_E38,E38,조심스러운,"['S02', 'D02']",A02,G01
Pro_03573,S04_D02_E42,E42,배신당한,"['S04', 'D02']",A02,G01
Pro_05267,S05_D02_E56,E56,부끄러운,"['S05', 'D02']",A02,G01
Pro_07143,S08_D02_E12,E12,좌절한,"['S08', 'D02']",A02,G01
Pro_08600,S07_D02_E29,E29,환멸을 느끼는,"['S07', 'D02']",A02,G01
Pro_07434,S10_D02_E63,E63,편안한,"['S10', 'D02']",A02,G01
Pro_00182,S02_D02_E11,E11,툴툴대는,"['S02', 'D02']",A02,G01
Pro_08958,S10_D02_E27,E27,눈물이 나는,"['S10', 'D02']",A02,G01
Pro_11319,S04_D01_E48,E48,괴로워하는,"['S04', 'D01']",A02,G01
Pro_08731,S08_D02_E40,E40,상처,"['S08', 'D02']",A02,G01
Pro_01795,S02_D02_E64,E64,만족스러운,"['S02', 'D02']",A02,G01
Pro_10675,S11_D02_E64,E64,만족스러운,"['S11', 'D02']",A02,G01
Pro_09824,S04_D02_E53,E53,외로운,"['S04', 'D02']",A02,G01
Pro_08728,S08_D02_E37,E37,걱정스러운,"['S08', 'D02']",A02,G01
Pro_08752,S08_D02_E61,E61,감사하는,"['S08', 'D02']",A02,G01
Pro_07064,S07_D02_E53,E53,외로운,"['S07', 'D02']",A02,G01
Pro_10892,S13_D02_E41,E41,질투하는,"['S13', 'D02']",A02,G01
Pro_09743,S04_D01_E32,E32,스트레스 받는,"['S04', 'D01']",A02,G01
Pro_03590,S04_D02_E59,E59,혼란스러운(당황한),"['S04', 'D02']",A02,G01
Pro_05104,S04_D02_E13,E13,짜증내는,"['S04', 'D02']",A02,G01
Pro_07426,S10_D02_E55,E55,죄책감의,"['S10', 'D02']",A02,G01
Pro_08738,S08_D02_E47,E47,억울한,"['S08', 'D02']",A02,G01
Pro_05245,S05_D02_E34,E34,혼란스러운,"['S05', 'D02']",A02,G01
Pro_08991,S10_D02_E60,E60,기쁨,"['S10', 'D02']",A02,G01
Pro_07074,S07_D02_E63,E63,편안한,"['S07', 'D02']",A02,G01
Pro_12395,S13_D01_E44,E44,충격 받은,"['S13', 'D01']",A02,G01
Pro_00099,S01_D02_E48,E48,괴로워하는,"['S01', 'D02']",A02,G01
Pro_01774,S02_D02_E43,E43,고립된,"['S02', 'D02']",A02,G01
Pro_10805,S13_D01_E14,E14,방어적인,"['S13', 'D01']",A02,G01
Pro_08834,S09_D02_E23,E23,후회되는,"['S09', 'D02']",A02,G01
Pro_03551,S04_D02_E20,E20,슬픔,"['S04', 'D02']",A02,G01
Pro_07288,S09_D02_E37,E37,걱정스러운,"['S09', 'D02']",A02,G01
Pro_01754,S02_D02_E23,E23,후회되는,"['S02', 'D02']",A02,G01
Pro_01673,S01_D02_E62,E62,신뢰하는,"['S01', 'D02']",A02,G01
Pro_07287,S09_D02_E36,E36,회의적인,"['S09', 'D02']",A02,G01
Pro_05384,S06_D02_E53,E53,외로운,"['S06', 'D02']",A02,G01
Pro_05364,S06_D02_E33,E33,취약한,"['S06', 'D02']",A02,G01
Pro_07025,S07_D02_E14,E14,방어적인,"['S07', 'D02']",A02,G01
Pro_03698,S05_D02_E47,E47,억울한,"['S05', 'D02']",A02,G01
Pro_05352,S06_D02_E21,E21,실망한,"['S06', 'D02']",A02,G01
Pro_01756,S02_D02_E25,E25,마비된,"['S02', 'D02']",A02,G01
Pro_07429,S10_D02_E58,E58,한심한,"['S10', 'D02']",A02,G01
Pro_08729,S08_D02_E38,E38,조심스러운,"['S08', 'D02']",A02,G01
Pro_08722,S08_D02_E31,E31,두려운,"['S08', 'D02']",A02,G01
Pro_12212,S11_D02_E41,E41,질투하는,"['S11', 'D02']",A02,G01
Pro_10825,S13_D01_E34,E34,혼란스러운,"['S13', 'D01']",A02,G01
Pro_07185,S08_D02_E54,E54,열등감,"['S08', 'D02']",A02,G01
Pro_07045,S07_D02_E34,E34,혼란스러운,"['S07', 'D02']",A02,G01
Pro_00215,S02_D02_E44,E44,충격 받은,"['S02', 'D02']",A02,G01
Pro_12152,S11_D01_E41,E41,질투하는,"['S11', 'D01']",A02,G01
Pro_12140,S11_D01_E29,E29,환멸을 느끼는,"['S11', 'D01']",A02,G01
Pro_07198,S08_D02_E67,E67,안도,"['S08', 'D02']",A02,G01
Pro_09831,S04_D02_E60,E60,기쁨,"['S04', 'D02']",A02,G01
Pro_10657,S11_D02_E46,E46,희생된,"['S11', 'D02']",A02,G01
Pro_05109,S04_D02_E18,E18,노여워하는,"['S04', 'D02']",A02,G01
Pro_03800,S06_D02_E29,E29,환멸을 느끼는,"['S06', 'D02']",A02,G01
Pro_08945,S10_D02_E14,E14,방어적인,"['S10', 'D02']",A02,G01
Pro_00094,S01_D02_E43,E43,고립된,"['S01', 'D02']",A02,G01
Pro_03594,S04_D02_E63,E63,편안한,"['S04', 'D02']",A02,G01
Pro_01800,S02_D02_E69,E69,자신하는,"['S02', 'D02']",A02,G01
Pro_08951,S10_D02_E20,E20,슬픔,"['S10', 'D02']",A02,G01
Pro_07181,S08_D02_E50,E50,당황,"['S08', 'D02']",A02,G01
Pro_05363,S06_D02_E32,E32,스트레스 받는,"['S06', 'D02']",A02,G01
Pro_10830,S13_D01_E39,E39,초조한,"['S13', 'D01']",A02,G01
Pro_12230,S11_D02_E59,E59,혼란스러운(당황한),"['S11', 'D02']",A02,G01
Pro_12423,S13_D02_E12,E12,좌절한,"['S13', 'D02']",A02,G01
Pro_00209,S02_D02_E38,E38,조심스러운,"['S02', 'D02']",A02,G01
Pro_05107,S04_D02_E16,E16,안달하는,"['S04', 'D02']",A02,G01
Pro_07030,S07_D02_E19,E19,성가신,"['S07', 'D02']",A02,G01
Pro_12209,S11_D02_E38,E38,조심스러운,"['S11', 'D02']",A02,G01
Pro_05251,S05_D02_E40,E40,상처,"['S05', 'D02']",A02,G01
Pro_01794,S02_D02_E63,E63,편안한,"['S02', 'D02']",A02,G01
Pro_07193,S08_D02_E62,E62,신뢰하는,"['S08', 'D02']",A02,G01
Pro_12223,S11_D02_E52,E52,남의 시선을 의식하는,"['S11', 'D02']",A02,G01
Pro_08630,S07_D02_E59,E59,혼란스러운(당황한),"['S07', 'D02']",A02,G01
Pro_08852,S09_D02_E41,E41,질투하는,"['S09', 'D02']",A02,G01
Pro_00198,S02_D02_E27,E27,눈물이 나는,"['S02', 'D02']",A02,G01
Pro_07435,S10_D02_E64,E64,만족스러운,"['S10', 'D02']",A02,G01
Pro_05354,S06_D02_E23,E23,후회되는,"['S06', 'D02']",A02,G01
Pro_12202,S11_D02_E31,E31,두려운,"['S11', 'D02']",A02,G01
Pro_10631,S11_D02_E20,E20,슬픔,"['S11', 'D02']",A02,G01
Pro_05367,S06_D02_E36,E36,회의적인,"['S06', 'D02']",A02,G01
Pro_10823,S13_D01_E32,E32,스트레스 받는,"['S13', 'D01']",A02,G01
Pro_00360,S03_D02_E69,E69,자신하는,"['S03', 'D02']",A02,G01
Pro_12197,S11_D02_E26,E26,염세적인,"['S11', 'D02']",A02,G01
Pro_08748,S08_D02_E57,E57,혐오스러운,"['S08', 'D02']",A02,G01
Pro_07171,S08_D02_E40,E40,상처,"['S08', 'D02']",A02,G01
Pro_08955,S10_D02_E24,E24,우울한,"['S10', 'D02']",A02,G01
Pro_00318,S03_D02_E27,E27,눈물이 나는,"['S03', 'D02']",A02,G01
Pro_08604,S07_D02_E33,E33,취약한,"['S07', 'D02']",A02,G01
Pro_07264,S09_D02_E13,E13,짜증내는,"['S09', 'D02']",A02,G01
Pro_07189,S08_D02_E58,E58,한심한,"['S08', 'D02']",A02,G01
Pro_05101,S04_D02_E10,E10,분노,"['S04', 'D02']",A02,G01
Pro_10920,S13_D02_E69,E69,자신하는,"['S13', 'D02']",A02,G01
Pro_07077,S07_D02_E66,E66,느긋,"['S07', 'D02']",A02,G01
Pro_03804,S06_D02_E33,E33,취약한,"['S06', 'D02']",A02,G01
Pro_00309,S03_D02_E18,E18,노여워하는,"['S03', 'D02']",A02,G01
Pro_03550,S04_D02_E19,E19,성가신,"['S04', 'D02']",A02,G01
Pro_00095,S01_D02_E44,E44,충격 받은,"['S01', 'D02']",A02,G01
Pro_12216,S11_D02_E45,E45,"가난한, 불우한","['S11', 'D02']",A02,G01
Pro_08633,S07_D02_E62,E62,신뢰하는,"['S07', 'D02']",A02,G01
Pro_07281,S09_D02_E30,E30,불안,"['S09', 'D02']",A02,G01
Pro_05259,S05_D02_E48,E48,괴로워하는,"['S05', 'D02']",A02,G01
Pro_01670,S01_D02_E59,E59,혼란스러운(당황한),"['S01', 'D02']",A02,G01
Pro_05221,S05_D02_E10,E10,분노,"['S05', 'D02']",A02,G01
Pro_12425,S13_D02_E14,E14,방어적인,"['S13', 'D02']",A02,G01
Pro_00316,S03_D02_E25,E25,마비된,"['S03', 'D02']",A02,G01
Pro_05125,S04_D02_E34,E34,혼란스러운,"['S04', 'D02']",A02,G01
Pro_07070,S07_D02_E59,E59,혼란스러운(당황한),"['S07', 'D02']",A02,G01
Pro_03591,S04_D02_E60,E60,기쁨,"['S04', 'D02']",A02,G01
Pro_01648,S01_D02_E37,E37,걱정스러운,"['S01', 'D02']",A02,G01
Pro_05258,S05_D02_E47,E47,억울한,"['S05', 'D02']",A02,G01
Pro_12430,S13_D02_E19,E19,성가신,"['S13', 'D02']",A02,G01
Pro_03813,S06_D02_E42,E42,배신당한,"['S06', 'D02']",A02,G01
Pro_01635,S01_D02_E24,E24,우울한,"['S01', 'D02']",A02,G01
Pro_07035,S07_D02_E24,E24,우울한,"['S07', 'D02']",A02,G01
Pro_05115,S04_D02_E24,E24,우울한,"['S04', 'D02']",A02,G01
Pro_03576,S04_D02_E45,E45,"가난한, 불우한","['S04', 'D02']",A02,G01
Pro_10862,S13_D02_E11,E11,툴툴대는,"['S13', 'D02']",A02,G01
Pro_08715,S08_D02_E24,E24,우울한,"['S08', 'D02']",A02,G01
Pro_08841,S09_D02_E30,E30,불안,"['S09', 'D02']",A02,G01
